team,season,player_name,jersey_number,height,weight,college,player_id
OAK,2009,Stanford Routt,26,73.0,195.0,,00-0023473
TB,2009,Mark Bradley,16,73.0,201.0,,00-0023474
KC,2009,Mark Bradley,83,73.0,201.0,,00-0023474
CHI,2009,Josh Bullocks,36,72.0,207.0,,00-0023475
TEN,2009,Michael Roos,71,79.0,315.0,,00-0023476
SD,2009,Kevin Burnett,99,75.0,240.0,,00-0023477
NYG,2009,Corey Webster,23,72.0,202.0,,00-0023478
SEA,2009,Lofa Tatupu,51,72.0,242.0,,00-0023480
MIA,2009,Matt Roth,98,76.0,275.0,,00-0023481
CLV,2009,Matt Roth,53,76.0,275.0,,00-0023481
TB,2009,Mike Nugent,4,70.0,190.0,Ohio State,00-0023482
ARZ,2009,Mike Nugent,12,70.0,190.0,Ohio State,00-0023482
TB,2009,Marcus Johnson,72,78.0,320.0,,00-0023484
SL,2009,Ron Bartell,24,73.0,205.0,,00-0023485
GB,2009,Nick Collins,36,71.0,207.0,,00-0023486
OAK,2009,Khalif Barnes,69,77.0,325.0,Washington,00-0023487
BUF,2009,Roscoe Parrish,11,69.0,171.0,,00-0023490
OAK,2009,Justin Miller,22,70.0,195.0,,00-0023492
NYJ,2009,Justin Miller,32,70.0,195.0,,00-0023492
ATL,2009,Jonathan Babineaux,95,74.0,296.0,Iowa,00-0023494
IND,2009,Kelvin Hayden,26,72.0,195.0,,00-0023495
SD,2009,Vincent Jackson,83,77.0,230.0,Northern Colorado,00-0023496
ARZ,2009,Bryant McFadden,25,72.0,190.0,,00-0023497
TB,2009,Matt McCoy,50,72.0,235.0,,00-0023498
SF,2009,Frank Gore,21,69.0,217.0,Miami,00-0023500
SL,2009,Oshiomogho Atogwe,21,71.0,210.0,,00-0023501
OAK,2009,Charlie Frye,3,76.0,220.0,,00-0023502
NO,2009,Courtney Roby,15,72.0,189.0,,00-0023503
MIA,2009,Channing Crowder,52,74.0,250.0,,00-0023505
PHI,2009,Alex Smith,82,76.0,258.0,Stanford,00-0023506
NYG,2009,Justin Tuck,91,77.0,274.0,Notre Dame,00-0023509
MIN,2009,Karl Paymah,41,72.0,195.0,,00-0023511
HST,2009,Ryan Moats,21,68.0,208.0,,00-0023512
OAK,2009,Kirk Morrison,52,74.0,240.0,,00-0023513
CIN,2009,Evan Mathis,66,77.0,295.0,Alabama,00-0023514
BUF,2009,Richie Incognito,62,75.0,330.0,Nebraska,00-0023516
SL,2009,Richie Incognito,68,75.0,330.0,Nebraska,00-0023516
CIN,2009,Chris Henry,15,76.0,200.0,,00-0023518
PHI,2009,Ellis Hobbs,31,69.0,195.0,,00-0023519
JAX,2009,Scott Starks,31,69.0,178.0,,00-0023522
NYJ,2009,Sione Pouha,91,75.0,325.0,,00-0023523
JAX,2009,Atiyyah Ellison,99,75.0,322.0,,00-0023524
PIT,2009,Trai Essex,79,76.0,324.0,,00-0023528
SF,2009,Adam Snyder,68,78.0,325.0,,00-0023529
SF,2009,Brandon Jones,81,73.0,212.0,,00-0023531
BLT,2009,Domonique Foxworth,24,71.0,180.0,,00-0023532
SEA,2009,LeRoy Hill,56,73.0,238.0,,00-0023533
KC,2009,Dustin Colquitt,2,75.0,210.0,Tennessee,00-0023534
NE,2009,Nick Kaczur,77,76.0,315.0,,00-0023535
JAX,2009,Sean Considine,37,72.0,212.0,,00-0023537
KC,2009,Travis Daniels,34,73.0,195.0,,00-0023539
SEA,2009,Ray Willis,74,78.0,315.0,,00-0023540
DEN,2009,Kyle Orton,8,76.0,216.0,,00-0023541
TEN,2009,Vincent Fuller,22,73.0,190.0,,00-0023543
DAL,2009,Marion Barber,24,72.0,225.0,,00-0023544
NYG,2009,Brandon Jacobs,27,76.0,264.0,,00-0023545
TEN,2009,David Stewart,76,79.0,318.0,,00-0023548
SD,2009,Eric Ghiaciuc,77,76.0,303.0,,00-0023553
DAL,2009,Duke Preston,69,77.0,320.0,,00-0023556
NYJ,2009,Kerry Rhodes,25,75.0,214.0,,00-0023557
SL,2009,Jason Brown,60,75.0,320.0,,00-0023558
GB,2009,Brady Poppinga,51,75.0,250.0,,00-0023559
PHI,2009,Todd Herremans,79,78.0,321.0,Saginaw Valley,00-0023560
TEN,2009,Alvin Pearman,35,70.0,204.0,,00-0023561
ATL,2009,Chauncey Davis,92,74.0,262.0,,00-0023562
DET,2009,Dylan Gandy,65,75.0,295.0,,00-0023563
SD,2009,Darren Sproles,43,66.0,185.0,Kansas State,00-0023564
NYG,2009,Chris Canty,99,79.0,304.0,Virginia,00-0023566
NE,2009,James Sanders,36,70.0,210.0,,00-0023567
GB,2009,Matt Giordano,47,71.0,200.0,,00-0023569
DEN,2009,Ronald Fields,91,74.0,315.0,,00-0023571
HST,2009,Dan Orlovsky,7,77.0,230.0,Connecticut,00-0023578
PHI,2009,Trent Cole,58,75.0,270.0,Cincinnati,00-0023579
JAX,2009,Adam Seward,55,75.0,250.0,,00-0023582
DET,2009,Daniel Loper,70,78.0,320.0,,00-0023583
DET,2009,Eric King,29,70.0,190.0,,00-0023589
DAL,2009,Gerald Sensabaugh,43,72.0,204.0,,00-0023590
NYG,2009,Michael Boley,52,75.0,223.0,,00-0023593
CHI,2009,Frank Omiyale,68,76.0,315.0,,00-0023596
BUF,2009,Geoff Hangartner,63,77.0,301.0,,00-0023602
IND,2009,Tyjuan Hagler,56,72.0,236.0,,00-0023606
TEN,2009,Bo Scaife,80,75.0,249.0,,00-0023612
GB,2009,Mike Montgomery,96,77.0,282.0,,00-0023613
CAR,2009,Chris Harris,43,72.0,205.0,,00-0023614
ATL,2009,Will Svitek,74,78.0,309.0,,00-0023620
NYG,2009,C.C. Brown,41,72.0,208.0,,00-0023621
TEN,2009,Jovan Haye,75,74.0,285.0,,00-0023622
CLV,2009,C.J. Mosley,69,75.0,305.0,Missouri,00-0023624
HST,2009,Joel Dreessen,85,76.0,248.0,,00-0023630
HST,2009,Chris Myers,55,76.0,299.0,,00-0023633
MIA,2009,Joe Berger,67,77.0,315.0,Michigan Tech,00-0023639
CAR,2009,Rob Petitti,64,78.0,327.0,,00-0023641
TEN,2009,Reggie Hodges,3,72.0,220.0,,00-0023642
CLV,2009,Reggie Hodges,2,72.0,220.0,,00-0023642
CLV,2009,Derek Anderson,3,78.0,230.0,Oregon State,00-0023645
TEN,2009,Kevin Vickerson,96,77.0,305.0,,00-0023648
TB,2009,Rod Wilson,56,74.0,230.0,,00-0023652
ARZ,2009,Nehemiah Broughton,32,72.0,260.0,,00-0023654
DAL,2009,Jay Ratliff,90,76.0,302.0,Auburn,00-0023656
KC,2009,Matt Cassel,7,76.0,230.0,USC,00-0023662
ARZ,2009,Hamza Abdullah,41,74.0,216.0,,00-0023663
CIN,2009,Jonathan Fanene,68,76.0,292.0,,00-0023665
SD,2009,Scott Mruczkowski,63,77.0,325.0,,00-0023674
SL,2009,Billy Bajema,47,76.0,256.0,,00-0023679
BUF,2009,Ryan Fitzpatrick,14,74.0,225.0,Harvard,00-0023682
NYG,2009,Madison Hedgecock,39,75.0,266.0,,00-0023683
NYG,2009,Chase Blackburn,57,75.0,247.0,,00-0023693
PHI,2009,Dimitri Patterson,23,70.0,190.0,,00-0023727
IND,2009,Shane Andrus,8,70.0,190.0,,00-0023728
SF,2009,Shane Andrus,9,70.0,190.0,,00-0023728
TB,2009,Shane Andrus,3,70.0,190.0,,00-0023728
CIN,2009,Rashad Jeanty,53,74.0,247.0,,00-0023729
KC,2009,Thomas Gafford,43,74.0,252.0,Houston,00-0023740
SEA,2009,Jon Ryan,9,72.0,222.0,Regina (Canada),00-0023742
HST,2009,Mario Williams,90,78.0,288.0,North Carolina State,00-0023750
SL,2009,Daniel Fells,46,76.0,270.0,California-Davis,00-0023752
NO,2009,Chris Reis,39,73.0,215.0,,00-0023757
MIN,2009,Naufahu Tahi,38,72.0,254.0,,00-0023774
CAR,2009,Antwon Burton,78,74.0,325.0,,00-0023781
JAX,2009,Greg Estandia,83,80.0,265.0,,00-0023784
CLV,2009,Greg Estandia,83,80.0,265.0,,00-0023784
NO,2009,Buck Ortega,86,76.0,250.0,,00-0023788
TB,2009,Brian Clark,87,74.0,204.0,,00-0023790
NYG,2009,Darcy Johnson,84,77.0,267.0,,00-0023797
CIN,2009,De De Dorsey,27,71.0,210.0,,00-0023806
HST,2009,John Busing,40,74.0,217.0,,00-0023807
TEN,2009,Colin Allred,56,73.0,238.0,,00-0023812
DET,2009,Copeland Bryan,94,76.0,253.0,,00-0023814
GB,2009,Spencer Havner,41,75.0,250.0,,00-0023832
HST,2009,Mike Brisiel,65,77.0,304.0,,00-0023846
NO,2009,Jeff Charleston,97,76.0,265.0,,00-0023847
DEN,2009,Matt Prater,5,70.0,188.0,Central Florida,00-0023853
CHI,2009,Brett Basanez,14,73.0,208.0,,00-0023859
NE,2009,Mark LeVoir,64,79.0,310.0,,00-0023880
DET,2009,Jason Hunter,97,76.0,271.0,,00-0023890
MIN,2009,Jayme Mitchell,92,78.0,285.0,,00-0023893
TB,2009,Donald Penn,70,77.0,305.0,Utah State,00-0023894
DET,2009,Kevin Hobbs,23,72.0,188.0,,00-0023902
SEA,2009,Lance Laury,50,74.0,237.0,,00-0023903
GB,2009,Jarrett Bush,24,72.0,200.0,,00-0023918
CIN,2009,Dennis Roland,74,81.0,325.0,,00-0023920
DAL,2009,Miles Austin,19,75.0,216.0,"Monmouth, N.J.",00-0023921
IND,2009,Daniel Federkeil,76,78.0,290.0,,00-0023926
OAK,2009,Ricky Brown,57,74.0,235.0,,00-0023945
DAL,2009,Sam Hurd,17,74.0,205.0,,00-0023953
DAL,2009,Stephen Bowen,72,77.0,304.0,Hofstra,00-0023954
CIN,2009,Nate Livings,62,77.0,330.0,,00-0023958
ATL,2009,Troy Bergeron,11,74.0,195.0,,00-0023966
TB,2009,Micheal Spurlock,81,71.0,200.0,,00-0023968
SF,2009,Micheal Spurlock,18,71.0,200.0,,00-0023968
SL,2009,Ryan Neill,92,75.0,253.0,,00-0023982
SD,2009,Steve Gregory,28,71.0,195.0,,00-0023998
BLT,2009,Brandon McKinney,91,74.0,360.0,,00-0024002
SL,2009,Quincy Butler,36,73.0,190.0,,00-0024008
NO,2009,Mike Bell,21,72.0,225.0,,00-0024011
PHI,2009,Hank Baskett,84,76.0,220.0,,00-0024013
IND,2009,Hank Baskett,81,76.0,220.0,,00-0024013
NE,2009,Pierre Woods,58,77.0,255.0,,00-0024017
KC,2009,Corey Mays,51,73.0,245.0,,00-0024018
GB,2009,Tramon Williams,38,71.0,191.0,Louisiana Tech,00-0024061
NO,2009,Remi Ayodele,92,74.0,318.0,,00-0024073
DAL,2009,Cletis Gordon,27,73.0,205.0,,00-0024075
CLV,2009,Anthony Madison,37,69.0,180.0,,00-0024095
IND,2009,Anthony Madison,37,69.0,180.0,,00-0024095
PIT,2009,Anthony Madison,37,69.0,180.0,,00-0024095
ATL,2009,Jamaal Fudge,27,69.0,190.0,,00-0024097
JAX,2009,Brian Iwuh,59,72.0,239.0,,00-0024100
MIA,2009,Tony McDaniel,78,79.0,305.0,Tennessee,00-0024102
JAX,2009,Montell Owens,24,70.0,225.0,,00-0024103
NYJ,2009,Steve Weatherford,9,75.0,210.0,Illinois,00-0024110
MIA,2009,William Kershaw,58,75.0,250.0,,00-0024117
CLV,2009,Blake Costanzo,54,73.0,235.0,,00-0024129
PHI,2009,Nick Cole,59,72.0,350.0,,00-0024156
JAX,2009,Torrance Daniels,57,75.0,248.0,,00-0024157
NYJ,2009,Wallace Wright,15,73.0,197.0,,00-0024171
MIA,2009,Patrick Cobbs,38,68.0,205.0,,00-0024172
NYG,2009,Kevin Dockery,35,68.0,188.0,,00-0024178
ATL,2009,Brent Grimes,20,70.0,185.0,Shippensburg,00-0024183
KC,2009,Rudy Niswanger,64,77.0,301.0,,00-0024188
PIT,2009,Willie Colon,74,75.0,315.0,Hofstra,00-0024193
OAK,2009,Hiram Eugene,31,74.0,200.0,,00-0024201
BUF,2009,Fred Jackson,22,73.0,215.0,Coe,00-0024204
NO,2009,Reggie Bush,25,72.0,203.0,USC,00-0024217
TEN,2009,Vince Young,10,77.0,233.0,,00-0024218
NYJ,2009,D'Brickashaw Ferguson,60,78.0,310.0,Virginia,00-0024219
GB,2009,A.J. Hawk,50,73.0,250.0,,00-0024220
SF,2009,Vernon Davis,85,75.0,250.0,Maryland,00-0024221
OAK,2009,Michael Huff,24,73.0,205.0,,00-0024222
BUF,2009,Donte Whitner,20,70.0,208.0,Ohio State,00-0024223
DET,2009,Ernie Sims,50,72.0,230.0,,00-0024224
ARZ,2009,Matt Leinart,7,77.0,232.0,,00-0024225
CHI,2009,Jay Cutler,6,75.0,233.0,Vanderbilt,00-0024226
BLT,2009,Haloti Ngata,92,76.0,345.0,Oregon,00-0024227
CLV,2009,Kamerion Wimbley,95,75.0,255.0,,00-0024228
PHI,2009,Brodrick Bunkley,97,74.0,306.0,,00-0024229
ATL,2009,Tye Hill,24,70.0,185.0,,00-0024230
MIA,2009,Jason Allen,32,73.0,200.0,,00-0024231
MIN,2009,Chad Greenway,52,74.0,242.0,Iowa,00-0024232
DAL,2009,Bobby Carpenter,54,74.0,250.0,,00-0024233
SD,2009,Antonio Cromartie,31,74.0,203.0,,00-0024234
KC,2009,Tamba Hali,91,75.0,275.0,Penn State,00-0024235
NE,2009,Laurence Maroney,39,71.0,220.0,,00-0024236
SF,2009,Manny Lawson,99,77.0,240.0,,00-0024237
TB,2009,Davin Joseph,75,75.0,313.0,,00-0024238
CIN,2009,Johnathan Joseph,22,71.0,193.0,South Carolina,00-0024239
PIT,2009,Santonio Holmes,10,71.0,192.0,,00-0024240
BUF,2009,John McCargo,97,74.0,307.0,,00-0024241
CAR,2009,DeAngelo Williams,34,69.0,217.0,Memphis,00-0024242
JAX,2009,Marcedes Lewis,89,78.0,275.0,UCLA,00-0024243
NYJ,2009,Nick Mangold,74,76.0,305.0,Ohio State,00-0024244
IND,2009,Joseph Addai,29,71.0,214.0,,00-0024245
SEA,2009,Kelly Jennings,21,71.0,180.0,,00-0024246
NYG,2009,Mathias Kiwanuka,94,77.0,265.0,,00-0024247
HST,2009,DeMeco Ryans,59,73.0,248.0,Alabama,00-0024248
CLV,2009,D'Qwell Jackson,52,72.0,240.0,Maryland,00-0024249
WAS,2009,Rocky McIntosh,52,74.0,238.0,,00-0024250
OAK,2009,Thomas Howard,53,75.0,240.0,,00-0024253
PHI,2009,Winston Justice,74,78.0,320.0,,00-0024254
ARZ,2009,Deuce Lutui,76,76.0,338.0,,00-0024256
CHI,2009,Danieal Manning,38,71.0,202.0,,00-0024257
NO,2009,Roman Harper,41,73.0,200.0,Alabama,00-0024258
NYG,2009,Sinorice Moss,83,68.0,185.0,,00-0024259
TEN,2009,LenDale White,25,73.0,235.0,,00-0024260
BUF,2009,Joe Klopfenstein,87,77.0,262.0,,00-0024261
GB,2009,Daryn Colledge,73,76.0,308.0,,00-0024262
MIN,2009,Cedric Griffin,23,72.0,203.0,,00-0024263
NYJ,2009,Kellen Clemens,11,74.0,221.0,Oregon,00-0024264
SD,2009,Marcus McNeill,73,79.0,336.0,,00-0024265
MIN,2009,Ryan Cook,62,78.0,328.0,,00-0024266
GB,2009,Greg Jennings,85,71.0,198.0,Western Michigan,00-0024267
MIA,2009,Anthony Fasano,80,76.0,255.0,Notre Dame,00-0024268
HST,2009,Bernard Pollard,31,73.0,224.0,,00-0024269
CIN,2009,Andrew Whitworth,77,79.0,335.0,Louisiana State,00-0024270
BLT,2009,Chris Chester,65,75.0,315.0,Oklahoma,00-0024271
CHI,2009,Devin Hester,23,71.0,190.0,Miami (Fla.),00-0024272
CAR,2009,Richard Marshall,31,71.0,189.0,,00-0024273
TB,2009,Jeremy Trueblood,65,80.0,320.0,,00-0024274
JAX,2009,Maurice Jones-Drew,32,67.0,208.0,,00-0024275
DEN,2009,Tony Scheffler,88,77.0,250.0,,00-0024276
IND,2009,Tim Jennings,23,68.0,185.0,Georgia,00-0024277
SEA,2009,Darryl Tapp,55,73.0,270.0,Virginia Tech,00-0024278
MIN,2009,Tarvaris Jackson,7,74.0,225.0,Alabama State,00-0024279
HST,2009,Eric Winston,73,77.0,319.0,Miami (Fla.),00-0024281
CIN,2009,Abdul Hodge,52,72.0,240.0,,00-0024282
JAX,2009,Paul McQuistan,79,78.0,315.0,,00-0024284
OAK,2009,Paul McQuistan,79,78.0,315.0,,00-0024284
BUF,2009,Ashton Youboty,26,71.0,189.0,,00-0024285
PHI,2009,Chris Gocong,57,74.0,263.0,,00-0024286
KC,2009,Leonard Pope,45,80.0,264.0,,00-0024287
GB,2009,Jason Spitz,72,75.0,307.0,,00-0024290
OAK,2009,Jon Alston,55,72.0,225.0,,00-0024292
ATL,2009,Jerious Norwood,32,71.0,209.0,,00-0024294
JAX,2009,Clint Ingram,51,74.0,240.0,,00-0024295
SD,2009,Charlie Whitehurst,6,76.0,220.0,,00-0024296
NYG,2009,Derek Hagan,80,74.0,215.0,,00-0024297
JAX,2009,Anthony Smith,20,72.0,200.0,,00-0024298
SL,2009,Anthony Smith,26,72.0,200.0,,00-0024298
KC,2009,Brodie Croyle,12,74.0,206.0,,00-0024300
NO,2009,David Thomas,85,75.0,248.0,,00-0024301
CAR,2009,James Anderson,50,74.0,235.0,Virginia Tech,00-0024303
HST,2009,Rashad Butler,78,76.0,310.0,,00-0024304
TB,2009,Maurice Stovall,85,77.0,220.0,,00-0024305
CIN,2009,Frostee Rucker,92,75.0,285.0,USC,00-0024306
DAL,2009,Jason Hatcher,97,78.0,304.0,Grambling State,00-0024307
ARZ,2009,Dominique Byrd,86,74.0,254.0,,00-0024308
IND,2009,Freddy Keiaho,54,71.0,226.0,,00-0024309
NYG,2009,Gerris Wilkinson,59,75.0,231.0,,00-0024311
NYJ,2009,Eric Smith,33,73.0,205.0,,00-0024312
HST,2009,Owen Daniels,81,75.0,245.0,Wisconsin,00-0024313
PHI,2009,Max Jean-Gilles,62,75.0,358.0,,00-0024314
SF,2009,Michael Robinson,24,73.0,223.0,,00-0024315
DET,2009,Darnell Bing,52,74.0,230.0,,00-0024316
NYJ,2009,Brad Smith,16,74.0,210.0,,00-0024318
DET,2009,Ko Simpson,30,73.0,202.0,,00-0024320
MIN,2009,Garrett Mills,45,73.0,235.0,,00-0024321
ARZ,2009,Gabe Watson,98,76.0,329.0,,00-0024322
NO,2009,Jahri Evans,73,76.0,318.0,Bloomsburg,00-0024323
PHI,2009,Jason Avant,81,72.0,212.0,Michigan,00-0024324
CLV,2009,Leon Williams,94,74.0,250.0,,00-0024325
BLT,2009,Demetrius Williams,87,74.0,202.0,,00-0024326
SL,2009,Victor Adeyanju,94,76.0,280.0,,00-0024328
GB,2009,Will Blackmon,27,72.0,206.0,Boston College,00-0024330
TEN,2009,Stephen Tulloch,55,71.0,235.0,North Carolina State,00-0024331
NYJ,2009,Leon Washington,29,68.0,195.0,,00-0024332
NE,2009,Stephen Gostkowski,3,73.0,215.0,Memphis,00-0024333
DEN,2009,Brandon Marshall,15,76.0,230.0,Central Florida,00-0024334
CHI,2009,Jamar Williams,52,72.0,237.0,,00-0024335
CIN,2009,Domata Peko,94,75.0,318.0,Michigan State,00-0024338
NYG,2009,Barry Cofield,96,76.0,306.0,Northwestern,00-0024339
DEN,2009,Elvis Dumervil,92,71.0,260.0,Louisville,00-0024341
MIN,2009,Ray Edwards,91,77.0,268.0,,00-0024342
SEA,2009,Rob Sims,67,75.0,312.0,,00-0024343
NYG,2009,Guy Whimper,79,77.0,302.0,,00-0024344
NYG,2009,Domenik Hixon,87,74.0,182.0,,00-0024345
DET,2009,Orien Harris,60,75.0,300.0,,00-0024347
CIN,2009,Orien Harris,95,75.0,300.0,,00-0024347
BUF,2009,Kyle Williams,95,73.0,306.0,Louisiana State,00-0024348
NE,2009,Rob Ninkovich,50,74.0,255.0,Purdue,00-0024349
KC,2009,Ryan O'Callaghan,75,79.0,330.0,,00-0024350
DAL,2009,Pat Watkins,25,77.0,215.0,,00-0024352
ATL,2009,Quinn Ojinnaka,76,77.0,299.0,,00-0024353
SF,2009,Parys Haralson,98,72.0,255.0,,00-0024354
BUF,2009,Jonathan Scott,79,78.0,318.0,,00-0024355
CIN,2009,Brandon Johnson,59,77.0,243.0,,00-0024356
BUF,2009,Brad Butler,60,79.0,315.0,,00-0024357
CLV,2009,Jerome Harrison,35,69.0,205.0,,00-0024359
BLT,2009,Dawan Landry,26,72.0,210.0,,00-0024360
SD,2009,Tim Dobbins,51,73.0,246.0,,00-0024365
WAS,2009,Anthony Montgomery,94,78.0,330.0,,00-0024367
CAR,2009,Jeff King,47,75.0,260.0,,00-0024369
ATL,2009,Charlie Peprah,38,71.0,202.0,,00-0024372
CHI,2009,Mark Anderson,97,76.0,255.0,,00-0024373
DEN,2009,Chris Kuper,73,76.0,302.0,,00-0024375
IND,2009,Michael Toudouze,75,78.0,303.0,,00-0024376
BLT,2009,Tony Moll,79,77.0,311.0,,00-0024379
PHI,2009,Omar Gaither,96,74.0,235.0,,00-0024382
SEA,2009,Mike Hass,18,73.0,206.0,,00-0024385
WAS,2009,Reed Doughty,37,73.0,205.0,,00-0024387
SF,2009,Delanie Walker,46,72.0,242.0,Central Missouri State,00-0024389
NYG,2009,Kevin Boothe,77,77.0,315.0,,00-0024390
BUF,2009,Keith Ellison,56,72.0,229.0,,00-0024392
CLV,2009,Lawrence Vickers,47,72.0,250.0,,00-0024394
JAX,2009,Montavious Stanley,95,74.0,302.0,,00-0024396
GB,2009,Johnny Jolly,97,75.0,325.0,,00-0024397
DET,2009,Adam Jennings,17,69.0,180.0,,00-0024398
MIA,2009,Tyrone Culver,29,73.0,210.0,,00-0024399
SD,2009,Jeromey Clary,66,78.0,320.0,,00-0024401
NYJ,2009,Drew Coleman,30,69.0,180.0,,00-0024403
SF,2009,Marcus Hudson,23,74.0,200.0,,00-0024406
OAK,2009,Bruce Gradkowski,5,73.0,220.0,,00-0024408
WAS,2009,Kedric Golston,64,76.0,300.0,Georgia,00-0024410
IND,2009,Charlie Johnson,74,76.0,305.0,,00-0024413
BLT,2009,Sam Koch,4,73.0,220.0,Nebraska,00-0024417
SL,2009,LaJuan Ramsey,99,75.0,300.0,,00-0024418
DEN,2009,Le Kevin Smith,97,75.0,308.0,,00-0024420
IND,2009,Antoine Bethea,41,71.0,203.0,Howard,00-0024421
GB,2009,Derrick Martin,29,70.0,200.0,,00-0024422
NO,2009,Zach Strief,64,79.0,320.0,Northwestern,00-0024424
DAL,2009,Pat McQuistan,77,78.0,315.0,,00-0024425
MIN,2009,Fred Evans,90,76.0,305.0,,00-0024426
JAX,2009,James Wyche,57,77.0,279.0,,00-0024427
SL,2009,James Wyche,76,77.0,279.0,,00-0024427
OAK,2009,Chris Morris,51,76.0,305.0,,00-0024428
TEN,2009,Cortland Finnegan,31,70.0,188.0,,00-0024429
OAK,2009,Todd Watkins,19,74.0,190.0,,00-0024432
NE,2009,Titus Adams,62,76.0,305.0,,00-0024434
CLV,2009,Titus Adams,62,76.0,305.0,,00-0024434
KC,2009,Jarrad Page,44,72.0,225.0,,00-0024442
CHI,2009,Devin Aromashodu,19,74.0,200.0,,00-0024447
WAS,2009,Will Montgomery,63,75.0,305.0,Virginia Tech,00-0024448
IND,2009,T.J. Rushing,20,69.0,186.0,,00-0024452
SL,2009,Mark Setterstrom,66,76.0,314.0,,00-0024456
WAS,2009,Quinton Ganther,35,69.0,214.0,,00-0024460
SEA,2009,Ben Obomanu,87,72.0,206.0,,00-0024463
HST,2009,David Anderson,89,70.0,197.0,,00-0024465
NO,2009,Marques Colston,12,76.0,225.0,Hofstra,00-0024466
NYG,2009,Dave Tollefson,71,76.0,255.0,,00-0024467
WAS,2009,D'Anthony Batiste,78,76.0,313.0,,00-0024483
TEN,2009,Ahmard Hall,45,71.0,242.0,,00-0024489
SF,2009,Ahmad Brooks,55,75.0,259.0,Virginia,00-0024495
PHI,2009,Saverio Rocca,6,77.0,265.0,,00-0024515
WAS,2009,Chris Wilson,95,76.0,247.0,,00-0024517
IND,2009,Gijon Robinson,47,73.0,255.0,,00-0024529
BLT,2009,Kelly Talavou,98,74.0,350.0,,00-0024530
ATL,2009,Eric Weems,14,69.0,194.0,Bethune-Cookman,00-0024535
GB,2009,Biren Ealy,19,75.0,207.0,,00-0024553
NYG,2009,Danny Ware,28,72.0,234.0,,00-0024559
WAS,2009,Marcus Mason,32,69.0,215.0,,00-0024561
SL,2009,Quinton Culberson,53,73.0,236.0,,00-0024565
CAR,2009,Quinton Culberson,56,73.0,236.0,,00-0024565
BUF,2009,Christian Gaddis,61,73.0,300.0,,00-0024574
WAS,2009,Stephon Heyer,74,78.0,330.0,,00-0024583
NYJ,2009,Marquice Cole,34,70.0,190.0,,00-0024588
SEA,2009,C.J. Wallace,39,72.0,218.0,,00-0024598
CIN,2009,Daniel Coats,86,75.0,264.0,,00-0024607
CIN,2009,Geoffrey Pope,24,72.0,186.0,,00-0024638
PHI,2009,Geoffrey Pope,30,72.0,186.0,,00-0024638
HST,2009,Deljuan Robinson,66,75.0,320.0,,00-0024648
CAR,2009,Quinton Teal,26,73.0,187.0,,00-0024663
CIN,2009,Kyle Cook,64,75.0,312.0,,00-0024670
KC,2009,David Herron,52,73.0,239.0,,00-0024673
DET,2009,Michael Matthews,83,76.0,270.0,,00-0024682
NE,2009,Michael Matthews,80,76.0,270.0,,00-0024682
IND,2009,Daniel Muir,90,74.0,312.0,,00-0024692
IND,2009,Melvin Bullitt,33,73.0,201.0,,00-0024697
BLT,2009,Edgar Jones,84,75.0,258.0,,00-0024714
NO,2009,Greg Fassitt,38,71.0,186.0,,00-0024730
SD,2009,Antwan Applewhite,90,75.0,246.0,,00-0024734
PHI,2009,Eldra Buckley,34,69.0,207.0,,00-0024738
SD,2009,Andre Coleman,78,75.0,287.0,,00-0024739
CAR,2009,Louis Leonard,94,76.0,325.0,,00-0024745
CHI,2009,Nick Roach,53,73.0,234.0,,00-0024750
SD,2009,Jyles Tucker,94,75.0,258.0,,00-0024755
DEN,2009,Matt Willis,12,72.0,195.0,,00-0024756
BLT,2009,Charles Ali,38,74.0,255.0,,00-0024763
IND,2009,Ed Johnson,92,74.0,296.0,,00-0024765
SL,2009,Craig Dahl,43,73.0,211.0,North Dakota State,00-0024796
BUF,2009,Corey Mace,75,75.0,287.0,,00-0024805
PIT,2009,Tyler Palko,4,73.0,215.0,,00-0024812
NO,2009,Pierre Thomas,23,71.0,215.0,Illinois,00-0024813
JAX,2009,Tyron Brackenridge,41,71.0,189.0,,00-0024815
KC,2009,Matt Gutierrez,15,76.0,230.0,,00-0024824
DET,2009,Jake Nordin,85,75.0,262.0,,00-0024825
TB,2009,Derrick Roberson,29,70.0,182.0,,00-0024834
DET,2009,Eric Fowler,18,75.0,210.0,,00-0024840
OAK,2009,Gary Russell,22,71.0,215.0,,00-0024846
PIT,2009,Jared Retkofsky,61,77.0,260.0,,00-0024852
OAK,2009,JaMarcus Russell,2,78.0,260.0,,00-0025388
DET,2009,Calvin Johnson,81,77.0,236.0,Georgia Tech,00-0025389
CLV,2009,Joe Thomas,73,78.0,312.0,Wisconsin,00-0025390
TB,2009,Gaines Adams,90,77.0,258.0,,00-0025391
CHI,2009,Gaines Adams,99,77.0,258.0,,00-0025391
ARZ,2009,Levi Brown,75,77.0,324.0,,00-0025392
WAS,2009,LaRon Landry,30,72.0,210.0,,00-0025393
MIN,2009,Adrian Peterson,28,73.0,217.0,Oklahoma,00-0025394
ATL,2009,Jamaal Anderson,98,78.0,289.0,,00-0025395
MIA,2009,Ted Ginn,19,71.0,180.0,Ohio State,00-0025396
HST,2009,Amobi Okoye,91,74.0,296.0,,00-0025397
SF,2009,Patrick Willis,52,73.0,240.0,,00-0025398
